cropRegCode,state,year,season,Registered Area,Inspected Area,Certified Area,Crop,Variety,CropCode,VarietyCode,Source Class,Destination Class,Estimated Yeild (Qtl),Intake Quantity,Intake Verified Quantity,Sowing Week,Sowing Month,Harvesting Week,harvesting month,District,Block,Village,Sowed Quantity,cropPattern,typeOfSowing,cropCondition,Tc Quantity
K23-1-910,Odisha,2023-24,KHARIF (2023),0.5,0.5,0.5,PaddyDhan,CR Dhan 102 (Santha Bhima),C002,V576,BREEDER,FOUNDATION I,12.5,13.75,13.75,Week 1,JULY,Week 2,NOVEMBER,BARGARH,Attabira NAC,Attabira (NAC) - Ward No. 5,0.2,Sole Cropping,Transplanting,good,12.5
R23-5-669,Odisha,2023-24,RABI (2023-24),3,3,3,Sesame (Gingelly/Til),KALINGA SESAME 3-1 (OSC 79),C033,V643,FOUNDATION I,CERTIFIED I,21,19.5,19.5,Week 3,JANUARY,Week 2,APRIL,KENDUJHAR,BANSAPAL,Narsinghpur,0.3,Sole Cropping,Broadcasting,average,23
R23-2-54,Odisha,2023-24,RABI (2023-24),5,5,5,Ground nut PeanutMung phalli,K 1812 (Kadiri Lepakshi),C026,V513,BREEDER,FOUNDATION I,80,79.8,79.8,Week 2,DECEMBER,Week 4,APRIL,PURI,DELANGA,Nuagan,7.5,Sole Cropping,Drilling,average,79.8
R23-4-38,Odisha,2023-24,RABI (2023-24),0.5,0.5,0.5,Ground nut PeanutMung phalli,K 1812 (Kadiri Lepakshi),C026,V513,FOUNDATION I,CERTIFIED I,7.5,7,7,Week 3,JANUARY,Week 5,MAY,MALKANGIRI,KHAIRAPUT,Oringi,0.5,Sole Cropping,Dibbling,good,7.5
R23-1-787,Odisha,2023-24,RABI (2023-24),4,4,4,Green Gram(Mung),IPM 205-7 (Virat),C015,V437,BREEDER,FOUNDATION I,8,3.2,3.2,Week 4,MARCH,Week 4,MAY,BARGARH,ATTABIRA,Chakuli,0.8,Sole Cropping,Broadcasting,good,4.2
K23-8-423,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,SWARANA-SUB 1 (CR 2539-1) IET-20266,C002,V118,FOUNDATION I,CERTIFIED I,70,45,45,Week 4,JUNE,Week 1,DECEMBER,GANJAM,DHARAKOTE,Sunapali,1,Sole Cropping,Transplanting,good,45
R23-8-71,Odisha,2023-24,RABI (2023-24),2,2,2,Indian Rape Seeds and Mustard,PM-30,C027,V550,FOUNDATION I,CERTIFIED I,14,14,14,Week 1,DECEMBER,Week 5,FEBRUARY,BALESHWAR,BASTA,Nabara,0.2,Sole Cropping,Broadcasting,good,14
R23-2-35,Odisha,2023-24,RABI (2023-24),4,4,4,Ground nut PeanutMung phalli,Gujarat Junagarh Groundnut 32(GJG 32)(ICGV 03043),C026,V514,BREEDER,FOUNDATION I,68,67.8,67.8,Week 2,DECEMBER,Week 3,APRIL,PURI,DELANGA,Jenapur-2,6,Sole Cropping,Drilling,average,67.8
R23-5-681,Odisha,2023-24,RABI (2023-24),3,3,3,Sesame (Gingelly/Til),KALINGA SESAME 3-1 (OSC 79),C033,V643,FOUNDATION I,CERTIFIED I,24,20,20,Week 3,JANUARY,Week 2,APRIL,KENDUJHAR,BANSAPAL,Tiriba,0.3,Sole Cropping,Broadcasting,good,23
K23-1-2165,Odisha,2023-24,KHARIF (2023),2,2,2,Green Gram(Mung),IPM 205-7 (Virat),C015,V437,CERTIFIED I,CERTIFIED II,16,17.6,17.6,Week 4,AUGUST,Week 2,NOVEMBER,BARGARH,PADAMPUR,Barbhata,0.4,Sole Cropping,Broadcasting,good,17.5
R23-5-379,Odisha,2023-24,RABI (2023-24),2,2,2,Black gram (Biri),LBG 787 (Tulasi),C011,V468,CERTIFIED I,CERTIFIED II,14,15,15,Week 4,JANUARY,Week 5,APRIL,MAYURBHANJ,RASGOVINDPUR,Tambakhuri,0.4,Sole Cropping,Broadcasting,good,14
R23-5-666,Odisha,2023-24,RABI (2023-24),3,3,3,Sesame (Gingelly/Til),KALINGA SESAME 3-1 (OSC 79),C033,V643,FOUNDATION I,CERTIFIED I,21,19,19,Week 3,JANUARY,Week 2,APRIL,KENDUJHAR,BANSAPAL,Narsinghpur,0.3,Sole Cropping,Broadcasting,average,23
R23-5-412,Odisha,2023-24,RABI (2023-24),2,2,2,Black gram (Biri),LBG 787 (Tulasi),C011,V468,CERTIFIED I,CERTIFIED II,14,15,15,Week 5,JANUARY,Week 2,APRIL,KENDUJHAR,KENDUJHAR SADAR,Narasinghapur,0.4,Sole Cropping,Broadcasting,good,14.5
K23-7-209,Odisha,2023-24,KHARIF (2023),1,1,1,PaddyDhan,Tarangini (MTU 1156),C002,V379,BREEDER,FOUNDATION I,53,53,53,Week 1,JULY,Week 1,NOVEMBER,BALANGIR,LOISINGA,Fatabahal,0.6,Sole Cropping,Transplanting,good,53
R23-5-404,Odisha,2023-24,RABI (2023-24),2,2,2,Black gram (Biri),LBG 787 (Tulasi),C011,V468,CERTIFIED I,CERTIFIED II,16,15,15,Week 5,JANUARY,Week 2,APRIL,KENDUJHAR,KENDUJHAR SADAR,Badamuni,0.4,Sole Cropping,Broadcasting,average,16
R23-5-9,Odisha,2023-24,RABI (2023-24),6,6,6,Toria,Sushree,C036,V438,FOUNDATION I,CERTIFIED I,60,55,55,Week 4,OCTOBER,Week 4,MARCH,KENDUJHAR,BANSAPAL,Luhakala,0.6,Sole Cropping,Broadcasting,good,50
R23-5-664,Odisha,2023-24,RABI (2023-24),3,3,3,Sesame (Gingelly/Til),KALINGA SESAME 3-1 (OSC 79),C033,V643,FOUNDATION I,CERTIFIED I,21,19,19,Week 3,JANUARY,Week 2,APRIL,KENDUJHAR,KENDUJHAR SADAR,Badamuni,0.3,,Broadcasting,average,23
K23-1-1511,Odisha,2023-24,KHARIF (2023),3,3,3,PaddyDhan,Mahisagar,C002,V608,BREEDER,FOUNDATION I,120,132,132,Week 1,JULY,Week 3,NOVEMBER,SUNDARGARH,TANGARPALI,Daldali,0.75,Sole Cropping,Transplanting,good,120
K23-4-330,Odisha,2023-24,KHARIF (2023),5,5,5,PaddyDhan,MTU 1075 (IET 18482),C002,V015,FOUNDATION I,CERTIFIED I,250,250,250,Week 1,JULY,Week 4,NOVEMBER,RAYAGADA,BISSAMCUTTACK,Durgi,3,Sole Cropping,Transplanting,good,250
R23-2-57,Odisha,2023-24,RABI (2023-24),3,3,3,Ground nut PeanutMung phalli,K 1812 (Kadiri Lepakshi),C026,V513,BREEDER,FOUNDATION I,45,45,45,Week 5,NOVEMBER,Week 3,MARCH,PURI,KANAS,Harasapada,4.5,Sole Cropping,Drilling,average,45
R23-4-86,Odisha,2023-24,RABI (2023-24),1,1,1,Finger millet (Ragi),ARJUNA,C005,V429,FOUNDATION I,CERTIFIED I,15,16.5,16.5,Week 2,FEBRUARY,Week 4,MAY,KORAPUT,JEYPORE,Sanokaudi,0.12,Sole Cropping,Transplanting,good,15
R23-5-668,Odisha,2023-24,RABI (2023-24),3,3,3,Sesame (Gingelly/Til),KALINGA SESAME 3-1 (OSC 79),C033,V643,FOUNDATION I,CERTIFIED I,21,20,20,Week 3,JANUARY,Week 2,APRIL,KENDUJHAR,BANSAPAL,Narsinghpur,0.3,Sole Cropping,Broadcasting,average,23
R23-8-1872,Odisha,2023-24,RABI (2023-24),2,2,2,Sesame (Gingelly/Til),KALINGA SESAME 3-1 (OSC 79),C033,V643,FOUNDATION I,CERTIFIED I,9,9.5,9.5,Week 2,FEBRUARY,Week 4,MAY,BALESHWAR,BASTA,Gilajori,0.2,Sole Cropping,Broadcasting,good,9.5
K23-1-787,Odisha,2023-24,KHARIF (2023),4,4,4,PaddyDhan,Chandra(MTU-1153),C002,V395,FOUNDATION I,CERTIFIED I,160,79,79,Week 2,AUGUST,Week 4,OCTOBER,BARGARH,PADAMPUR,Jhankarpali,2,,,,160
R23-8-1790,Odisha,2023-24,RABI (2023-24),2,2,2,Sesame (Gingelly/Til),KALINGA SESAME 3-1 (OSC 79),C033,V643,FOUNDATION I,CERTIFIED I,11.6,11.5,11.5,Week 2,FEBRUARY,Week 3,MAY,BALESHWAR,JALESWAR,Baliapal,0.2,Sole Cropping,Broadcasting,good,12.5
K23-1-1903,Odisha,2023-24,KHARIF (2023),1,1,1,PaddyDhan,PRATIBHA,C002,V420,FOUNDATION I,CERTIFIED I,40,20,20,Week 2,AUGUST,Week 4,NOVEMBER,BARGARH,PAIKMAL,Pujharipali,0.2,Sole Cropping,Transplanting,good,40
R23-5-19,Odisha,2023-24,RABI (2023-24),6,6,6,Toria,Sushree,C036,V438,FOUNDATION I,CERTIFIED I,42,45.5,45.5,Week 4,OCTOBER,Week 2,APRIL,KENDUJHAR,BANSAPAL,Narsinghpur,0.6,Sole Cropping,Broadcasting,good,41.5
K23-7-374,Odisha,2023-24,KHARIF (2023),1,1,1,PaddyDhan,Bahadur Sub-1,C002,V517,BREEDER,FOUNDATION I,45,45,45,Week 1,JULY,Week 1,NOVEMBER,BALANGIR,PUINTALA,Sikabahenga,0.6,Sole Cropping,Transplanting,good,45
K23-1-2097,Odisha,2023-24,KHARIF (2023),2,2,2,Green Gram(Mung),IPM 205-7 (Virat),C015,V437,CERTIFIED I,CERTIFIED II,16,17.6,17.6,Week 4,AUGUST,Week 4,NOVEMBER,BARGARH,JHARBANDH,Jampali,0.4,Sole Cropping,Broadcasting,good,17.5
R23-5-663,Odisha,2023-24,RABI (2023-24),3,3,3,Sesame (Gingelly/Til),KALINGA SESAME 3-1 (OSC 79),C033,V643,FOUNDATION I,CERTIFIED I,21,20,20,Week 3,JANUARY,Week 2,APRIL,KENDUJHAR,KENDUJHAR SADAR,Fakirpur,0.3,Sole Cropping,Broadcasting,average,23
K23-1-2104,Odisha,2023-24,KHARIF (2023),2,2,2,Green Gram(Mung),IPM 205-7 (Virat),C015,V437,CERTIFIED I,CERTIFIED II,18,19.8,19.8,Week 4,AUGUST,Week 2,NOVEMBER,BARGARH,JHARBANDH,Chandibhata,0.4,Sole Cropping,Broadcasting,good,18.5
K23-1-2079,Odisha,2023-24,KHARIF (2023),2,2,2,Green Gram(Mung),IPM 205-7 (Virat),C015,V437,CERTIFIED I,CERTIFIED II,18,19.8,19.8,Week 4,AUGUST,Week 3,NOVEMBER,BARGARH,PADAMPUR,Barbhata,0.4,Sole Cropping,Broadcasting,good,19.5
R23-5-654,Odisha,2023-24,RABI (2023-24),3,3,3,Sesame (Gingelly/Til),KALINGA SESAME 3-1 (OSC 79),C033,V643,FOUNDATION I,CERTIFIED I,21,20,20,Week 3,JANUARY,Week 2,APRIL,KENDUJHAR,KENDUJHAR SADAR,Badamuni,0.3,Sole Cropping,Broadcasting,good,23
R23-5-671,Odisha,2023-24,RABI (2023-24),3,3,3,Sesame (Gingelly/Til),KALINGA SESAME 3-1 (OSC 79),C033,V643,FOUNDATION I,CERTIFIED I,21,19,19,Week 3,JANUARY,Week 2,APRIL,KENDUJHAR,BANSAPAL,Narsinghpur,0.3,Sole Cropping,Broadcasting,good,23
R23-8-1769,Odisha,2023-24,RABI (2023-24),2,2,2,Sesame (Gingelly/Til),KALINGA SESAME 3-1 (OSC 79),C033,V643,FOUNDATION I,CERTIFIED I,11,11,11,Week 2,JANUARY,Week 3,MAY,BALESHWAR,JALESWAR,Baliapal,0.2,Sole Cropping,Broadcasting,good,12
R23-8-1169,Odisha,2023-24,RABI (2023-24),2,2,2,Sesame (Gingelly/Til),KALINGA SESAME 3-1 (OSC 79),C033,V643,FOUNDATION I,CERTIFIED I,10.6,10.5,10.5,Week 2,FEBRUARY,Week 3,MAY,BALESHWAR,BASTA,Sitadiha,0.2,Sole Cropping,Broadcasting,good,10.5
R23-8-814,Odisha,2023-24,RABI (2023-24),2,2,2,Sesame (Gingelly/Til),KALINGA SESAME 3-1 (OSC 79),C033,V643,FOUNDATION I,CERTIFIED I,9,9,9,Week 1,FEBRUARY,Week 4,MAY,BALESHWAR,BASTA,Gilajori,0.2,Sole Cropping,Broadcasting,good,9.5
R23-8-44,Odisha,2023-24,RABI (2023-24),2,2,2,Indian Rape Seeds and Mustard,PM-30,C027,V550,FOUNDATION I,CERTIFIED I,14.8,13,13,Week 1,DECEMBER,Week 3,FEBRUARY,BALESHWAR,BASTA,Manikpura,0.2,Sole Cropping,Broadcasting,good,15
R23-4-26,Odisha,2023-24,RABI (2023-24),0.5,0.5,0.5,Ground nut PeanutMung phalli,K 1812 (Kadiri Lepakshi),C026,V513,FOUNDATION I,CERTIFIED I,12.5,11,11,Week 2,JANUARY,Week 5,MAY,MALKANGIRI,KHAIRAPUT,Gadiput,1,Sole Cropping,Dibbling,good,10
K23-6-401,Odisha,2023-24,KHARIF (2023),10,10,10,PaddyDhan,Maruteru Mashuri MTU 1262(IET 27151),C002,V531,FOUNDATION I,CERTIFIED I,310,300,300,Week 5,JUNE,Week 3,DECEMBER,GANJAM,POLOSARA,Bhabarada,4,Sole Cropping,Transplanting,good,300
R23-5-657,Odisha,2023-24,RABI (2023-24),3,3,3,Sesame (Gingelly/Til),KALINGA SESAME 3-1 (OSC 79),C033,V643,FOUNDATION I,CERTIFIED I,21,19.5,19.5,Week 3,JANUARY,Week 2,APRIL,KENDUJHAR,KENDUJHAR SADAR,Badamuni,0.3,Sole Cropping,Broadcasting,average,23
R23-5-662,Odisha,2023-24,RABI (2023-24),3,3,3,Sesame (Gingelly/Til),KALINGA SESAME 3-1 (OSC 79),C033,V643,FOUNDATION I,CERTIFIED I,21,20,20,Week 3,JANUARY,Week 2,APRIL,KENDUJHAR,KENDUJHAR SADAR,Kaniposi,0.3,Sole Cropping,Broadcasting,good,23
R23-5-168,Odisha,2023-24,RABI (2023-24),2,2,2,Bengal gram (Gram/Kabuli/Chana),Nandyal Gram 452 (NbeG 452),C012,V557,FOUNDATION I,CERTIFIED I,24,3.5,3.5,Week 5,NOVEMBER,Week 4,MARCH,KENDUJHAR,CHAMPUA,Sadangi,1.04,Sole Cropping,Broadcasting,good,10
R23-7-153,Odisha,2023-24,RABI (2023-24),4,4,4,Ground nut PeanutMung phalli,K 1812 (Kadiri Lepakshi),C026,V513,FOUNDATION I,CERTIFIED I,60,66,66,Week 5,JANUARY,Week 5,APRIL,KALAHANDI,DHARAMAGARH,Hatipakhan,3.25,Sole Cropping,Dibbling,excellent ,60
K23-5-227,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,CR DHAN 307(Maudamani),C002,V374,FOUNDATION I,CERTIFIED I,88,46,46,Week 1,JULY,Week 1,DECEMBER,MAYURBHANJ,UDALA,Kotilinga,1,Sole Cropping,Transplanting,good,46
K23-7-1465,Odisha,2023-24,KHARIF (2023),1,1,1,PaddyDhan,CR DHAN 409,C002,V484,BREEDER,FOUNDATION I,50,55,55,Week 4,JULY,Week 2,DECEMBER,SONEPUR,DUNGURIPALI,Sahala,0.6,Sole Cropping,Transplanting,good,50
R23-8-1928,Odisha,2023-24,RABI (2023-24),2,2,2,Black gram (Biri),Shashi(OBG 33),C011,V511,BREEDER,FOUNDATION I,12,12,12,Week 3,FEBRUARY,Week 5,APRIL,BALESHWAR,BASTA,Benapura,0.4,Sole Cropping,Broadcasting,good,12
K23-1-1753,Odisha,2023-24,KHARIF (2023),3,3,3,PaddyDhan,PRATIKSHYA (ORS 201-5)(IET-15191),C002,V097,FOUNDATION I,CERTIFIED I,165,181.5,181.5,Week 4,JULY,Week 5,NOVEMBER,JHARSUGUDA,KIRMIRA,Kirmira,1.6,Sole Cropping,Transplanting,good,165
R23-4-30,Odisha,2023-24,RABI (2023-24),0.5,0.5,0.5,Ground nut PeanutMung phalli,K 1812 (Kadiri Lepakshi),C026,V513,FOUNDATION I,CERTIFIED I,7.5,7.5,7.5,Week 2,JANUARY,Week 5,MAY,MALKANGIRI,KHAIRAPUT,Oringi,0.5,Sole Cropping,Dibbling,good,7.5
K23-4-912,Odisha,2023-24,KHARIF (2023),4,4,4,Little millet (Samai/Kutki),Kalinga Suan 217 (OLM 217),C007,V611,BREEDER,FOUNDATION I,80,6.5,6.5,Week 2,JULY,Week 5,NOVEMBER,KORAPUT,KORAPUT,Machhara-I,0.4,Sole Cropping,Broadcasting,good,6.5
R23-5-611,Odisha,2023-24,RABI (2023-24),2,2,2,Black gram (Biri),LBG 787 (Tulasi),C011,V468,CERTIFIED I,CERTIFIED II,14,15,15,Week 5,JANUARY,Week 4,APRIL,MAYURBHANJ,RASGOVINDPUR,Purnachandrapur,0.4,Sole Cropping,Broadcasting,good,14
R23-2-21,Odisha,2023-24,RABI (2023-24),4,4,4,Ground nut PeanutMung phalli,CO-7,C026,V370,BREEDER,FOUNDATION I,64,63.9,63.9,Week 1,DECEMBER,Week 4,APRIL,PURI,PIPILI,Dakhinasahi,6,Sole Cropping,Drilling,average,63.9
K23-1-142,Odisha,2023-24,KHARIF (2023),4,4,4,Ground nut PeanutMung phalli,Gujarat Junagarh Groundnut 32(GJG 32)(ICGV 03043),C026,V514,CERTIFIED I,CERTIFIED II,40,40,40,Week 4,JULY,Week 3,OCTOBER,BARGARH,PAIKMAL,Baitalbhata,6,,,,44
R23-5-409,Odisha,2023-24,RABI (2023-24),2,2,2,Black gram (Biri),LBG 787 (Tulasi),C011,V468,CERTIFIED I,CERTIFIED II,20,15,15,Week 5,JANUARY,Week 4,MARCH,KENDUJHAR,KENDUJHAR SADAR,Silisuan,0.4,Sole Cropping,Broadcasting,average,19
K23-7-37,Odisha,2023-24,KHARIF (2023),4,4,4,PaddyDhan,MTU-7029(SWARNA),C002,V016,FOUNDATION I,CERTIFIED I,208,121,121,Week 3,JUNE,Week 2,DECEMBER,KALAHANDI,JUNAGARH,Karchala,0.2,Sole Cropping,Transplanting,good,110
R23-5-50,Odisha,2023-24,RABI (2023-24),9,9,9,Bengal gram (Gram/Kabuli/Chana),Nandyal Gram 49 (NBeG49),C012,V442,FOUNDATION I,CERTIFIED I,63,6.5,6.5,Week 4,NOVEMBER,Week 3,APRIL,KENDUJHAR,ANANDAPUR,Pandua,3.6,Sole Cropping,Broadcasting,average,6.6
R23-5-401,Odisha,2023-24,RABI (2023-24),2,2,2,Black gram (Biri),LBG 787 (Tulasi),C011,V468,CERTIFIED I,CERTIFIED II,14,14.5,14.5,Week 5,JANUARY,Week 2,APRIL,KENDUJHAR,KENDUJHAR SADAR,Badamuni,0.4,Sole Cropping,Broadcasting,good,15
K23-7-834,Odisha,2023-24,KHARIF (2023),8,8,8,PaddyDhan,POOJA (IET-12241),C002,V096,FOUNDATION I,CERTIFIED I,440,226,226,Week 2,JUNE,Week 3,DECEMBER,NUAPADA,KHARIAR,Sikuan,4,Sole Cropping,Transplanting,good,260
R23-8-158,Odisha,2023-24,RABI (2023-24),2,2,2,Toria,Sushree,C036,V438,FOUNDATION I,CERTIFIED I,14,14,14,Week 1,DECEMBER,Week 1,MARCH,BALESHWAR,BASTA,SAMRAIPUR,0.2,Sole Cropping,Broadcasting,good,15
R23-5-659,Odisha,2023-24,RABI (2023-24),3,3,3,Sesame (Gingelly/Til),KALINGA SESAME 3-1 (OSC 79),C033,V643,FOUNDATION I,CERTIFIED I,21,20,20,Week 3,JANUARY,Week 2,APRIL,KENDUJHAR,KENDUJHAR SADAR,Fakirpur,0.3,Sole Cropping,Broadcasting,average,23
R23-8-812,Odisha,2023-24,RABI (2023-24),2,2,2,Sesame (Gingelly/Til),KALINGA SESAME 3-1 (OSC 79),C033,V643,FOUNDATION I,CERTIFIED I,10,11,11,Week 1,FEBRUARY,Week 3,MAY,BALESHWAR,BASTA,Gilajori,0.2,Sole Cropping,Broadcasting,good,11
R23-5-40,Odisha,2023-24,RABI (2023-24),7,7,7,Bengal gram (Gram/Kabuli/Chana),Nandyal Gram 452 (NbeG 452),C012,V557,FOUNDATION I,CERTIFIED I,56,6.5,6.5,Week 4,NOVEMBER,Week 3,APRIL,KENDUJHAR,ANANDAPUR,Baladuan,2.8,Sole Cropping,Broadcasting,average,6.6
K23-1-1385,Odisha,2023-24,KHARIF (2023),6,6,6,PaddyDhan,CR Dhan 311 (Mukul),C002,V577,BREEDER,FOUNDATION I,264,63,63,Week 1,JULY,Week 5,NOVEMBER,BARGARH,ATTABIRA,Chakuli,2.7,Sole Cropping,Transplanting,good,63
R23-2-242,Odisha,2023-24,RABI (2023-24),2,2,2,Black gram (Biri),Indira Urd Pratham (RU 03-14),C011,V440,FOUNDATION I,CERTIFIED I,14,13,13,Week 2,JANUARY,Week 3,APRIL,PURI,DELANGA,Poshal,0.4,Sole Cropping,Drilling,average,13
R23-5-655,Odisha,2023-24,RABI (2023-24),3,3,3,Sesame (Gingelly/Til),KALINGA SESAME 3-1 (OSC 79),C033,V643,FOUNDATION I,CERTIFIED I,21,23,23,Week 3,JANUARY,Week 2,APRIL,KENDUJHAR,KENDUJHAR SADAR,Badamuni,0.3,Sole Cropping,,good,23
R23-1-345,Odisha,2023-24,RABI (2023-24),4,4,4,Ground nut PeanutMung phalli,K 1812 (Kadiri Lepakshi),C026,V513,CERTIFIED I,CERTIFIED II,56,61.6,61.6,Week 2,DECEMBER,Week 5,APRIL,BARGARH,PAIKMAL,Baitalbhata,6,Sole Cropping,Drilling,good,56
R23-5-680,Odisha,2023-24,RABI (2023-24),3,3,3,Sesame (Gingelly/Til),KALINGA SESAME 3-1 (OSC 79),C033,V643,FOUNDATION I,CERTIFIED I,24,20,20,Week 3,JANUARY,Week 2,APRIL,KENDUJHAR,BANSAPAL,Tiriba,0.3,Sole Cropping,Broadcasting,good,23
K23-4-690,Odisha,2023-24,KHARIF (2023),6,6,6,PaddyDhan,SWARANA-SUB 1 (CR 2539-1) IET-20266,C002,V118,BREEDER,FOUNDATION I,216,180,180,Week 3,JULY,Week 4,DECEMBER,KORAPUT,Kotpad NAC,Kotpad (NAC) - Ward No.12,3,Sole Cropping,Transplanting,average,180
R23-8-70,Odisha,2023-24,RABI (2023-24),2,2,2,Indian Rape Seeds and Mustard,PM-30,C027,V550,FOUNDATION I,CERTIFIED I,14.2,14,14,Week 1,DECEMBER,Week 5,FEBRUARY,BALESHWAR,BASTA,Nabara,0.2,Sole Cropping,Broadcasting,good,15
R23-1-298,Odisha,2023-24,RABI (2023-24),4,4,4,Ground nut PeanutMung phalli,K 1812 (Kadiri Lepakshi),C026,V513,CERTIFIED I,CERTIFIED II,64,70.4,70.4,Week 1,JANUARY,Week 5,APRIL,BARGARH,PAIKMAL,Dhumabhata,6,Sole Cropping,Drilling,good,64
K23-1-1013,Odisha,2023-24,KHARIF (2023),3.2,3.2,3.2,PaddyDhan,Kalinga Dhan-1205 (IET 22579),C002,V583,BREEDER,FOUNDATION I,112,70.4,70.4,Week 1,JULY,Week 1,NOVEMBER,BARGARH,ATTABIRA,Gambharipali,1.6,Sole Cropping,Transplanting,good,67.4
R23-2-29,Odisha,2023-24,RABI (2023-24),2,2,2,Ground nut PeanutMung phalli,K 1812 (Kadiri Lepakshi),C026,V513,FOUNDATION I,CERTIFIED I,32,31.8,31.8,Week 5,DECEMBER,Week 3,MARCH,PURI,DELANGA,Jorakani,3,Sole Cropping,Transplanting,average,31.8
K23-1-1597,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,NAVEEN (CR-749-20-2) (IET-14461),C002,V017,FOUNDATION I,CERTIFIED I,84,9.5,9.5,Week 1,JULY,Week 1,NOVEMBER,SUNDARGARH,SUBDEGA,Damkuda,1,Sole Cropping,Transplanting,good,60
R23-5-658,Odisha,2023-24,RABI (2023-24),3,3,3,Sesame (Gingelly/Til),KALINGA SESAME 3-1 (OSC 79),C033,V643,FOUNDATION I,CERTIFIED I,21,20,20,Week 3,JANUARY,Week 2,APRIL,KENDUJHAR,KENDUJHAR SADAR,Badamuni,0.3,Sole Cropping,Broadcasting,good,23
R23-5-426,Odisha,2023-24,RABI (2023-24),2,2,2,Black gram (Biri),LBG 787 (Tulasi),C011,V468,CERTIFIED I,CERTIFIED II,14,14,14,Week 5,JANUARY,Week 1,APRIL,KENDUJHAR,HATADIHI,Bancho,0.4,Sole Cropping,Broadcasting,average,14
R23-7-170,Odisha,2023-24,RABI (2023-24),2,2,2,Ground nut PeanutMung phalli,Gujarat Junagarh Groundnut 32(GJG 32)(ICGV 03043),C026,V514,FOUNDATION I,CERTIFIED I,26,28.5,28.5,Week 5,JANUARY,Week 5,APRIL,KALAHANDI,DHARAMAGARH,Chilchila,3,Sole Cropping,Dibbling,good,26.1
R23-4-35,Odisha,2023-24,RABI (2023-24),1,1,1,Ground nut PeanutMung phalli,K 1812 (Kadiri Lepakshi),C026,V513,FOUNDATION I,CERTIFIED I,15,15,15,Week 3,JANUARY,Week 5,MAY,MALKANGIRI,KHAIRAPUT,Oringi,1.25,Sole Cropping,Dibbling,good,15
R23-5-22,Odisha,2023-24,RABI (2023-24),6,6,6,Toria,Sushree,C036,V438,FOUNDATION I,CERTIFIED I,42,46,46,Week 5,OCTOBER,Week 2,APRIL,KENDUJHAR,BANSAPAL,Narsinghpur,0.6,Sole Cropping,Broadcasting,average,42
K23-1-1499,Odisha,2023-24,KHARIF (2023),3,3,3,PaddyDhan,SAHABHAGI DHAN,C002,V235,FOUNDATION I,CERTIFIED I,120,115,115,Week 5,JUNE,Week 3,NOVEMBER,JHARSUGUDA,JHARSUGUDA,Talpatia,1.8,Sole Cropping,Transplanting,good,110
R23-5-14,Odisha,2023-24,RABI (2023-24),6,6,6,Toria,Sushree,C036,V438,FOUNDATION I,CERTIFIED I,42,46,46,Week 5,OCTOBER,Week 2,APRIL,KENDUJHAR,BANSAPAL,Narsinghpur,0.6,Sole Cropping,Broadcasting,good,42
K23-1-1171,Odisha,2023-24,KHARIF (2023),2,2,2,PaddyDhan,Maruteru Samba (MTU 1224),C002,V471,FOUNDATION I,CERTIFIED I,90,19.5,19.5,Week 4,JUNE,Week 4,NOVEMBER,SUNDARGARH,BARGAON,Kustuna,1,Sole Cropping,Transplanting,good,60
R23-5-8,Odisha,2023-24,RABI (2023-24),6,6,6,Toria,Sushree,C036,V438,FOUNDATION I,CERTIFIED I,60,55,55,Week 4,OCTOBER,Week 4,MARCH,KENDUJHAR,BANSAPAL,Kadakala,0.6,Sole Cropping,Broadcasting,good,50
R23-5-12,Odisha,2023-24,RABI (2023-24),6,6,6,Toria,Sushree,C036,V438,FOUNDATION I,CERTIFIED I,42,46,46,Week 4,OCTOBER,Week 2,APRIL,KENDUJHAR,BANSAPAL,Narsinghpur,0.6,Sole Cropping,Broadcasting,average,42
K23-1-2197,Odisha,2023-24,KHARIF (2023),2,2,2,Green Gram(Mung),IPM 205-7 (Virat),C015,V437,FOUNDATION I,CERTIFIED I,18,19.8,19.8,Week 4,AUGUST,Week 2,NOVEMBER,BARGARH,JHARBANDH,Beheraduburi,0.36,Sole Cropping,Broadcasting,good,19.5
R23-2-37,Odisha,2023-24,RABI (2023-24),2,2,2,Ground nut PeanutMung phalli,Gujarat Junagarh Groundnut 32(GJG 32)(ICGV 03043),C026,V514,BREEDER,FOUNDATION I,34,33.9,33.9,Week 2,JANUARY,Week 3,APRIL,PURI,PIPILI,Alisa,3,Sole Cropping,Broadcasting,good,33.9
R23-1-302,Odisha,2023-24,RABI (2023-24),4,4,4,Ground nut PeanutMung phalli,Gujarat Junagarh Groundnut 32(GJG 32)(ICGV 03043),C026,V514,CERTIFIED I,CERTIFIED II,64,70.4,70.4,Week 1,JANUARY,Week 6,APRIL,BARGARH,PAIKMAL,Baitalbhata,6,Sole Cropping,Drilling,good,64
K23-4-304,Odisha,2023-24,KHARIF (2023),3,3,3,PaddyDhan,Chandra(MTU-1153),C002,V395,FOUNDATION I,CERTIFIED I,150,150,150,Week 2,JULY,Week 2,NOVEMBER,RAYAGADA,BISSAMCUTTACK,Bondhaguda,1.6,Sole Cropping,Transplanting,good,150
